question_id,Strict-Hit@1,Strict-Hit@5,Strict-Hit@10,Strict-MRR@10,nDCG@10,model
q_0364,0.0,1.0,1.0,0.5,0.4966392596877323,Prototype only
q_0365,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0366,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0367,1.0,1.0,1.0,1.0,0.8556691603792904,Prototype only
q_0368,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0369,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0370,1.0,1.0,1.0,1.0,0.9324441894571632,Prototype only
q_0371,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0372,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0373,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0374,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0375,0.0,0.0,1.0,0.1666666666666666,0.2399211845064163,Prototype only
q_0376,0.0,1.0,1.0,0.5,0.42495889834839423,Prototype only
q_0377,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0378,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0379,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0380,0.0,1.0,1.0,0.5,0.42495889834839423,Prototype only
q_0381,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0382,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0383,1.0,1.0,1.0,1.0,0.95583058934618,Prototype only
q_0384,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0385,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0386,0.0,1.0,1.0,0.20000000000000004,0.3440042937375704,Prototype only
q_0387,0.0,0.0,1.0,0.10000000000000002,0.1946978557406183,Prototype only
q_0388,0.0,1.0,1.0,0.25,0.7608664978052854,Prototype only
q_0389,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0390,1.0,1.0,1.0,1.0,0.8556691603792904,Prototype only
q_0391,0.0,1.0,1.0,0.25,0.3390090350877799,Prototype only
q_0392,0.0,1.0,1.0,0.3333333333333333,0.3935773014954859,Prototype only
q_0393,0.0,1.0,1.0,0.3333333333333333,0.3935773014954859,Prototype only
q_0394,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0395,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0396,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0397,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0398,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0399,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0400,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0401,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0402,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0403,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0404,0.0,1.0,1.0,0.5,0.42495889834839423,Prototype only
q_0405,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0406,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892,Prototype only
q_0407,0.0,1.0,1.0,0.3333333333333333,0.3935773014954859,Prototype only
q_0408,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0409,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0410,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0411,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0412,0.0,1.0,1.0,0.5,0.5492787168117745,Prototype only
q_0413,0.0,1.0,1.0,0.5,0.42495889834839423,Prototype only
q_0414,0.0,1.0,1.0,0.5,0.4966392596877323,Prototype only
q_0415,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0416,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0417,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0418,1.0,1.0,1.0,1.0,0.8556691603792904,Prototype only
q_0419,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0420,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0421,0.0,0.0,0.0,0.0,0.09450124685631177,Prototype only
q_0422,1.0,1.0,1.0,1.0,0.9673387413348701,Prototype only
q_0423,1.0,1.0,1.0,1.0,0.7936469908574253,Prototype only
q_0424,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0425,0.0,1.0,1.0,0.5,0.4966392596877323,Prototype only
q_0426,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0427,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0428,1.0,1.0,1.0,1.0,0.7763672830184426,Prototype only
q_0429,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0430,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0431,1.0,1.0,1.0,1.0,0.9176601606601068,Prototype only
q_0432,1.0,1.0,1.0,1.0,0.8521656625906607,Prototype only
q_0433,0.0,1.0,1.0,0.3333333333333333,0.3935773014954859,Prototype only
q_0434,0.0,0.3333333333333333,1.0,0.1726190476190476,0.2832378441984344,Prototype only
q_0435,0.0,1.0,1.0,0.5,0.4966392596877323,Prototype only
q_0436,0.0,1.0,1.0,0.2888888888888889,0.3113687579309994,Prototype only
q_0437,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0438,0.0,1.0,1.0,0.4444444444444444,0.4622852736236502,Prototype only
q_0439,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0440,0.0,1.0,1.0,0.3611111111111111,0.3506034779593124,Prototype only
q_0441,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0442,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0443,0.0,1.0,1.0,0.5,0.42495889834839423,Prototype only
q_0444,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0445,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0446,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0447,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0448,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0449,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0450,0.0,1.0,1.0,0.5,0.4966392596877323,Prototype only
q_0451,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0452,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0453,0.0,1.0,1.0,0.3333333333333333,0.6254336383564085,Prototype only
q_0454,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0455,0.0,1.0,1.0,0.5,0.4966392596877323,Prototype only
q_0456,0.0,1.0,1.0,0.25,0.3390090350877799,Prototype only
q_0457,1.0,1.0,1.0,1.0,0.8178747578506881,Prototype only
q_0458,0.0,1.0,1.0,0.5,0.6240028228839981,Prototype only
q_0459,1.0,1.0,1.0,1.0,0.7978637366933587,Prototype only
q_0460,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0461,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0462,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0463,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0464,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0465,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0466,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0467,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0468,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0469,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0470,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0471,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0472,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0473,0.6666666666666666,1.0,1.0,0.8333333333333334,0.590682244936117,Prototype only
q_0474,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0475,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892,Prototype only
q_0476,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0477,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0478,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0479,1.0,1.0,1.0,1.0,0.8556691603792904,Prototype only
q_0480,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0481,0.0,1.0,1.0,0.5,0.4966392596877323,Prototype only
q_0482,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0483,0.0,1.0,1.0,0.25,0.4722048185638658,Prototype only
q_0484,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0485,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0486,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0487,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0488,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0489,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0490,0.0,0.0,1.0,0.1111111111111111,0.2027569227842713,Prototype only
q_0491,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0492,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0493,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0494,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0495,1.0,1.0,1.0,1.0,0.95188972012643,Prototype only
q_0496,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0497,1.0,1.0,1.0,1.0,0.7978637366933587,Prototype only
q_0498,0.0,1.0,1.0,0.25,0.290079576414554,Prototype only
q_0499,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0500,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0501,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0502,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0503,0.0,1.0,1.0,0.5,0.42495889834839423,Prototype only
q_0504,1.0,1.0,1.0,1.0,0.8556691603792904,Prototype only
q_0505,1.0,1.0,1.0,1.0,0.7978637366933587,Prototype only
q_0506,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0507,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0508,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0509,1.0,1.0,1.0,1.0,0.7697644779771182,Prototype only
q_0510,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0511,1.0,1.0,1.0,1.0,0.7719654129908929,Prototype only
q_0512,1.0,1.0,1.0,1.0,0.7763672830184426,Prototype only
q_0513,1.0,1.0,1.0,1.0,0.8178747578506881,Prototype only
q_0514,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0515,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0516,1.0,1.0,1.0,1.0,0.9402396560868356,Prototype only
q_0517,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0518,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0519,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0520,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0521,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0522,0.0,1.0,1.0,0.5,0.4527728777399111,Prototype only
q_0523,1.0,1.0,1.0,1.0,0.7604397422803805,Prototype only
q_0524,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0525,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0526,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0527,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0528,0.0,1.0,1.0,0.3333333333333333,0.44034312761205047,Prototype only
q_0529,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0530,1.0,1.0,1.0,1.0,0.7013578976214955,Prototype only
q_0531,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6321403901056359,Prototype only
q_0532,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0533,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0534,0.0,1.0,1.0,0.20000000000000004,0.2605623555630197,Prototype only
q_0535,1.0,1.0,1.0,1.0,0.8556691603792904,Prototype only
q_0536,0.6666666666666666,1.0,1.0,0.8333333333333334,0.590682244936117,Prototype only
q_0537,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0538,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0539,0.0,1.0,1.0,0.25,0.290079576414554,Prototype only
q_0540,0.0,0.0,1.0,0.1428571428571428,0.2245146394099928,Prototype only
q_0541,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0542,0.0,0.0,1.0,0.1666666666666666,0.2399211845064163,Prototype only
q_0543,1.0,1.0,1.0,1.0,0.7741663480046679,Prototype only
q_0544,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0545,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0546,1.0,1.0,1.0,1.0,0.95583058934618,Prototype only
q_0547,1.0,1.0,1.0,1.0,0.8178747578506881,Prototype only
q_0548,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0549,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0550,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0551,1.0,1.0,1.0,1.0,0.914095317597828,Prototype only
q_0552,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0553,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0554,0.0,0.0,0.0,0.0,0.2886616792414193,Prototype only
q_0555,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0556,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0557,0.0,1.0,1.0,0.21666666666666667,0.4924542091040105,Prototype only
q_0558,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0559,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0560,1.0,1.0,1.0,1.0,0.7763672830184426,Prototype only
q_0561,0.0,1.0,1.0,0.5,0.8579514172105233,Prototype only
q_0562,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0563,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0564,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0565,0.0,0.0,0.0,0.0,0.33735197271041645,Prototype only
q_0566,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0567,1.0,1.0,1.0,1.0,0.7604397422803805,Prototype only
q_0568,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0569,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0570,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0571,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0572,1.0,1.0,1.0,1.0,0.9799889788426704,Prototype only
q_0573,1.0,1.0,1.0,1.0,0.7763672830184426,Prototype only
q_0574,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0575,1.0,1.0,1.0,1.0,0.9673387413348701,Prototype only
q_0576,1.0,1.0,1.0,1.0,0.9176601606601068,Prototype only
q_0577,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0578,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0579,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0580,1.0,1.0,1.0,1.0,0.8112044174649116,Prototype only
q_0581,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0582,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0583,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0584,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0585,0.0,1.0,1.0,0.20000000000000004,0.2605623555630197,Prototype only
q_0586,0.0,1.0,1.0,0.4444444444444444,0.39556325193725916,Prototype only
q_0587,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0588,0.0,0.0,1.0,0.1428571428571428,0.2245146394099928,Prototype only
q_0589,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0590,0.0,1.0,1.0,0.3055555555555555,0.3753878793595839,Prototype only
q_0591,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0592,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0593,1.0,1.0,1.0,1.0,0.8556691603792904,Prototype only
q_0594,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0595,0.0,1.0,1.0,0.5,0.42495889834839423,Prototype only
q_0596,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0597,1.0,1.0,1.0,1.0,0.8178747578506881,Prototype only
q_0598,1.0,1.0,1.0,1.0,0.9176601606601068,Prototype only
q_0599,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0600,0.0,0.0,0.0,0.0,0.33735197271041645,Prototype only
q_0601,0.0,1.0,1.0,0.5,0.8339912323981488,Prototype only
q_0602,1.0,1.0,1.0,1.0,0.8556691603792904,Prototype only
q_0603,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0604,0.0,0.0,1.0,0.12169312169312167,0.24543305370472238,Prototype only
q_0605,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0606,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0607,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0608,1.0,1.0,1.0,1.0,0.7697644779771182,Prototype only
q_0609,0.0,1.0,1.0,0.25,0.290079576414554,Prototype only
q_0610,1.0,1.0,1.0,1.0,0.8178747578506881,Prototype only
q_0611,1.0,1.0,1.0,1.0,0.7978637366933587,Prototype only
q_0612,0.0,1.0,1.0,0.5,0.42495889834839423,Prototype only
q_0613,0.0,1.0,1.0,0.5,0.6653152460429406,Prototype only
q_0614,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0615,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0616,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0617,1.0,1.0,1.0,1.0,0.8556691603792904,Prototype only
q_0618,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0619,1.0,1.0,1.0,1.0,0.8556691603792904,Prototype only
q_0620,1.0,1.0,1.0,1.0,0.8178747578506881,Prototype only
q_0621,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892,Prototype only
q_0622,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0623,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0624,0.0,1.0,1.0,0.5,0.7136205775898136,Prototype only
q_0625,0.0,1.0,1.0,0.5,0.4966392596877323,Prototype only
q_0626,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0627,1.0,1.0,1.0,1.0,0.8178747578506881,Prototype only
q_0628,1.0,1.0,1.0,1.0,0.8556691603792904,Prototype only
q_0629,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0630,1.0,1.0,1.0,1.0,0.8532064161516691,Prototype only
q_0631,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0632,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0633,1.0,1.0,1.0,1.0,0.7697644779771182,Prototype only
q_0634,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0635,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0636,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0637,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0638,1.0,1.0,1.0,1.0,0.8556691603792904,Prototype only
q_0639,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0640,0.0,0.0,1.0,0.13888888888888887,0.22162669428493684,Prototype only
q_0641,0.0,0.0,1.0,0.1666666666666666,0.2399211845064163,Prototype only
q_0642,0.0,1.0,1.0,0.5,0.42495889834839423,Prototype only
q_0643,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0644,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0645,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0646,0.0,1.0,1.0,0.25,0.290079576414554,Prototype only
q_0647,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0648,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0649,0.0,1.0,1.0,0.20000000000000004,0.2605623555630197,Prototype only
q_0650,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892,Prototype only
q_0651,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0652,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0653,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0654,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892,Prototype only
q_0655,0.0,1.0,1.0,0.3333333333333333,0.46109177757836955,Prototype only
q_0656,1.0,1.0,1.0,1.0,0.95583058934618,Prototype only
q_0657,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0658,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0659,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0660,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0661,0.0,0.0,0.0,0.0,0.0,Prototype only
q_0662,0.0,1.0,1.0,0.5,0.4966392596877323,Prototype only
q_0663,0.0,1.0,1.0,0.5,0.42495889834839423,Prototype only
q_0664,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0665,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0666,0.0,1.0,1.0,0.5,0.42495889834839423,Prototype only
q_0667,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0668,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0669,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0670,1.0,1.0,1.0,1.0,0.945342849112528,Prototype only
q_0671,1.0,1.0,1.0,1.0,0.929544338806268,Prototype only
q_0672,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0673,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0674,1.0,1.0,1.0,1.0,0.8178747578506881,Prototype only
q_0675,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0676,0.0,1.0,1.0,0.5,0.42495889834839423,Prototype only
q_0677,0.0,1.0,1.0,0.20000000000000004,0.3045129678946485,Prototype only
q_0678,0.0,1.0,1.0,0.20000000000000004,0.3045129678946485,Prototype only
q_0679,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0680,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0681,1.0,1.0,1.0,1.0,1.0,Prototype only
q_0682,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0683,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0684,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0685,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0686,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0687,0.0,1.0,1.0,0.5,0.42495889834839423,Prototype only
q_0688,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0689,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0690,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0691,0.0,0.0,1.0,0.11574074074074074,0.3176673458698264,Prototype only
q_0692,0.0,1.0,1.0,0.5,0.5955013402481719,Prototype only
q_0693,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0694,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0695,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0696,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0697,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0698,0.0,1.0,1.0,0.5,0.4966392596877323,Prototype only
q_0699,0.6666666666666666,1.0,1.0,0.8333333333333334,0.6903161552232254,Prototype only
q_0700,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0701,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0702,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0703,0.0,1.0,1.0,0.38888888888888884,0.42793128755956805,Prototype only
q_0704,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0705,0.0,1.0,1.0,0.5,0.42495889834839423,Prototype only
q_0706,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0707,0.0,1.0,1.0,0.20000000000000004,0.2605623555630197,Prototype only
q_0708,0.0,0.0,1.0,0.1037037037037037,0.19738421142183596,Prototype only
q_0709,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0710,0.0,1.0,1.0,0.3333333333333333,0.3367719591149892,Prototype only
q_0711,0.0,0.0,1.0,0.1428571428571428,0.2245146394099928,Prototype only
q_0712,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0713,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0714,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0715,1.0,1.0,1.0,1.0,0.8178747578506881,Prototype only
q_0716,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0717,1.0,1.0,1.0,1.0,0.914095317597828,Prototype only
q_0718,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0719,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0720,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0721,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0722,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0723,0.0,1.0,1.0,0.27777777777777773,0.30564370398136576,Prototype only
q_0724,0.0,1.0,1.0,0.3333333333333333,0.3935773014954859,Prototype only
q_0725,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0726,1.0,1.0,1.0,1.0,0.9176601606601068,Prototype only
q_0727,0.6666666666666666,1.0,1.0,0.8333333333333334,0.7350130845568267,Prototype only
q_0728,0.0,1.0,1.0,0.3333333333333333,0.3935773014954859,Prototype only
q_0729,0.0,1.0,1.0,0.5,0.4966392596877323,Prototype only
q_0730,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0731,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0732,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0733,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0734,0.0,1.0,1.0,0.5,0.42495889834839423,Prototype only
q_0735,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0736,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0737,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0738,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0739,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0740,1.0,1.0,1.0,1.0,0.6735439182299784,Prototype only
q_0741,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0742,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0743,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0744,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0745,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0746,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0747,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
q_0748,1.0,1.0,1.0,1.0,0.7871546029909718,Prototype only
